# all.topics.primary.relevance.judgements.final.tsv.txt
# This file contains all of the maximum-length span primary relevance judgments for the
# TREC 2007 Genomics track.
# Each line represents the relevance of judgment on one topic for one maximum-length span.
# Fields are tab-delimited in the following order:
# TOPIC	PMID	OFFSET	LENGTH	RELEVANCE
#
233	11457985	82507	297	NOT_RELEVANT
233	11458002	50716	503	NOT_RELEVANT
233	11458004	8453	979	NOT_RELEVANT
233	11493432	51215	1447	NOT_RELEVANT
233	11514731	3722	2810	NOT_RELEVANT
233	11514740	7755	1100	NOT_RELEVANT
233	11522823	16086	3476	NOT_RELEVANT
233	11535496	3688	4804	NOT_RELEVANT
233	11535496	16897	1667	NOT_RELEVANT
233	11535496	68900	2832	NOT_RELEVANT
233	11535497	8273	1452	NOT_RELEVANT
233	11535497	73566	609	NOT_RELEVANT
233	11535522	4854	1798	NOT_RELEVANT
233	11549562	4686	132	NOT_RELEVANT
233	11562541	10978	3677	NOT_RELEVANT
233	11568004	6248	2074	NOT_RELEVANT
233	11602639	3250	1997	NOT_RELEVANT
233	11602639	67567	2576	NOT_RELEVANT
233	11604406	8344	2742	NOT_RELEVANT
233	11604406	94781	4683	NOT_RELEVANT
233	11686292	12213	1484	NOT_RELEVANT
233	11698270	6290	990	NOT_RELEVANT
233	11698270	54431	1642	NOT_RELEVANT
233	11698270	81503	527	NOT_RELEVANT
233	11698284	56034	114	NOT_RELEVANT
233	11704677	2434	3668	NOT_RELEVANT
233	11704677	41893	3691	NOT_RELEVANT
233	11704677	45587	4449	NOT_RELEVANT
233	11714958	61560	1440	NOT_RELEVANT
233	11719579	43334	1331	NOT_RELEVANT
233	11726657	4652	1108	NOT_RELEVANT
233	11726657	44386	1417	NOT_RELEVANT
233	11739180	50983	2863	NOT_RELEVANT
233	11751747	49512	2466	NOT_RELEVANT
233	11752703	9932	895	NOT_RELEVANT
233	11752703	45961	600	NOT_RELEVANT
233	11799126	6114	941	NOT_RELEVANT
233	11805109	7859	2833	NOT_RELEVANT
233	11806977	5051	1839	NOT_RELEVANT
233	11827962	9560	2491	NOT_RELEVANT
233	11830586	6313	2050	NOT_RELEVANT
233	11830586	12201	2596	NOT_RELEVANT
233	11847231	26982	1801	NOT_RELEVANT
233	11854296	9464	1531	NOT_RELEVANT
233	11859089	5780	4990	NOT_RELEVANT
233	11865116	565	1358	NOT_RELEVANT
233	11865116	5993	1015	NOT_RELEVANT
233	11877482	62112	2126	NOT_RELEVANT
233	11884519	74565	460	NOT_RELEVANT
233	11893756	5417	1855	NOT_RELEVANT
233	11895786	5299	868	NOT_RELEVANT
233	11895786	53227	1562	NOT_RELEVANT
233	11901198	53771	2123	NOT_RELEVANT
233	11901198	93842	3899	NOT_RELEVANT
233	11901198	100069	1564	NOT_RELEVANT
233	11901198	106123	38850	NOT_RELEVANT
233	11919179	6560	2475	NOT_RELEVANT
233	11927631	68698	1901	NOT_RELEVANT
233	11929776	7438	2457	NOT_RELEVANT
233	11929776	58144	2385	NOT_RELEVANT
233	11929877	7747	2059	RELEVANT
233	11937502	3011	3744	NOT_RELEVANT
233	11937502	6758	2501	NOT_RELEVANT
233	11943664	48261	2752	NOT_RELEVANT
233	11956314	81018	416	RELEVANT
233	11959863	7577	1647	NOT_RELEVANT
233	11971896	48190	3481	NOT_RELEVANT
233	11980815	29508	465	NOT_RELEVANT
233	11983696	6438	1684	NOT_RELEVANT
233	11986229	59420	3740	NOT_RELEVANT
233	11994280	5597	856	NOT_RELEVANT
233	11994538	560	2642	NOT_RELEVANT
233	12011222	32431	832	NOT_RELEVANT
233	12021315	2148	2868	NOT_RELEVANT
233	12021315	11678	992	NOT_RELEVANT
233	12029140	707	2846	NOT_RELEVANT
233	12029140	3556	4279	NOT_RELEVANT
233	12029140	33477	2348	NOT_RELEVANT
233	12029140	60026	4745	NOT_RELEVANT
233	12029140	67782	1507	NOT_RELEVANT
233	12029140	95997	584	NOT_RELEVANT
233	12029140	133495	441	NOT_RELEVANT
233	12029140	133939	453	NOT_RELEVANT
233	12029149	9080	1078	RELEVANT
233	12029149	35197	1879	NOT_RELEVANT
233	12032142	1527	1444	NOT_RELEVANT
233	12036855	5506	1977	NOT_RELEVANT
233	12036855	65921	2888	NOT_RELEVANT
233	12065580	54313	1071	NOT_RELEVANT
233	12068008	11437	799	NOT_RELEVANT
233	12075090	69466	3138	NOT_RELEVANT
233	12075100	3341	2251	NOT_RELEVANT
233	12095993	73866	2934	NOT_RELEVANT
233	12119288	3131	3278	NOT_RELEVANT
233	12119288	6412	1416	NOT_RELEVANT
233	12119288	37428	1905	NOT_RELEVANT
233	12119288	48047	2850	NOT_RELEVANT
233	12124446	1024	2676	NOT_RELEVANT
233	12124446	3703	2967	NOT_RELEVANT
233	12124446	6673	924	NOT_RELEVANT
233	12124446	12535	1580	NOT_RELEVANT
233	12124446	14118	3339	NOT_RELEVANT
233	12124446	23737	3881	NOT_RELEVANT
233	12124446	41328	3915	NOT_RELEVANT
233	12124446	67916	4897	NOT_RELEVANT
233	12130491	7462	1140	NOT_RELEVANT
233	12130491	8629	3373	NOT_RELEVANT
233	12138173	9011	1243	NOT_RELEVANT
233	12147681	17148	904	NOT_RELEVANT
233	12147681	97158	2094	NOT_RELEVANT
233	12154092	2187	3299	NOT_RELEVANT
233	12154092	8082	3053	NOT_RELEVANT
233	12154092	61714	1559	NOT_RELEVANT
233	12161394	12825	1150	NOT_RELEVANT
233	12161394	49010	598	NOT_RELEVANT
233	12161394	51851	634	NOT_RELEVANT
233	12163493	6623	2276	NOT_RELEVANT
233	12163558	1464	2633	NOT_RELEVANT
233	12163558	9546	1982	NOT_RELEVANT
233	12163558	52592	2571	NOT_RELEVANT
233	12176900	40065	2870	NOT_RELEVANT
233	12176900	46578	2289	NOT_RELEVANT
233	12177331	31536	3407	NOT_RELEVANT
233	12185277	44643	507	NOT_RELEVANT
233	12186836	1511	2928	NOT_RELEVANT
233	12186836	4608	2155	NOT_RELEVANT
233	12189183	5123	1935	NOT_RELEVANT
233	12207012	6920	892	NOT_RELEVANT
233	12218052	5743	713	NOT_RELEVANT
233	12218052	6465	571	NOT_RELEVANT
233	12237414	16436	1685	NOT_RELEVANT
233	12239168	5636	972	NOT_RELEVANT
233	12370191	6244	944	NOT_RELEVANT
233	12370191	7197	605	NOT_RELEVANT
233	12384445	6467	1958	NOT_RELEVANT
233	12388800	9957	5280	NOT_RELEVANT
233	12388800	15240	1376	NOT_RELEVANT
233	12393488	72350	639	NOT_RELEVANT
233	12393740	884	1460	NOT_RELEVANT
233	12393740	101760	638	NOT_RELEVANT
233	12407101	91629	1724	NOT_RELEVANT
233	12411292	74758	721	NOT_RELEVANT
233	12411315	54097	1800	NOT_RELEVANT
233	12417576	17165	1905	NOT_RELEVANT
233	12417576	44101	3715	NOT_RELEVANT
233	12417576	50839	3123	NOT_RELEVANT
233	12417595	71804	1492	NOT_RELEVANT
233	12421812	3219	3213	NOT_RELEVANT
233	12427593	6146	548	NOT_RELEVANT
233	12427864	3495	1262	NOT_RELEVANT
233	12427864	4760	1542	NOT_RELEVANT
233	12431990	7236	1195	NOT_RELEVANT
233	12431990	10569	2448	NOT_RELEVANT
233	12431990	80778	969	NOT_RELEVANT
233	12431990	81750	1011	NOT_RELEVANT
233	12431990	82764	1435	NOT_RELEVANT
233	12433688	118027	630	NOT_RELEVANT
233	12433920	7656	953	NOT_RELEVANT
233	12433920	76316	1661	NOT_RELEVANT
233	12433985	33439	1615	NOT_RELEVANT
233	12456673	62826	1907	NOT_RELEVANT
233	12464640	14797	442	NOT_RELEVANT
233	12468426	0	607	NOT_RELEVANT
233	12468426	35925	1733	NOT_RELEVANT
233	12468426	37746	100	NOT_RELEVANT
233	12468426	48043	1150	NOT_RELEVANT
233	12486032	2056	3352	NOT_RELEVANT
233	12486032	5411	833	NOT_RELEVANT
233	12486032	7040	1516	NOT_RELEVANT
233	12486032	30046	1352	NOT_RELEVANT
233	12486032	44944	2589	NOT_RELEVANT
233	12493780	12165	1326	NOT_RELEVANT
233	12502725	44449	2633	NOT_RELEVANT
233	12506039	65423	939	NOT_RELEVANT
233	12509440	86106	4124	NOT_RELEVANT
233	12515721	1153	1332	NOT_RELEVANT
233	12515827	12466	2505	NOT_RELEVANT
233	12531788	4067	2945	NOT_RELEVANT
233	12533696	5707	1857	NOT_RELEVANT
233	12533714	8066	3354	NOT_RELEVANT
233	12538653	20350	1081	NOT_RELEVANT
233	12551932	7950	1110	NOT_RELEVANT
233	12560562	76662	447	NOT_RELEVANT
233	12562683	3912	2239	NOT_RELEVANT
233	12562683	7866	2079	NOT_RELEVANT
233	12571240	55927	2107	NOT_RELEVANT
233	12604606	21273	2379	NOT_RELEVANT
233	12604606	71362	1512	NOT_RELEVANT
233	12604606	72895	2093	NOT_RELEVANT
233	12604810	4812	4453	NOT_RELEVANT
233	12604812	49511	514	NOT_RELEVANT
233	12604815	70356	507	NOT_RELEVANT
233	12609827	18810	568	NOT_RELEVANT
233	12609846	90545	595	NOT_RELEVANT
233	12615849	503	2471	NOT_RELEVANT
233	12626404	3958	5136	NOT_RELEVANT
233	12646555	3609	3106	NOT_RELEVANT
233	12646555	6737	6214	NOT_RELEVANT
233	12654737	413	929	NOT_RELEVANT
233	12654737	1345	1352	NOT_RELEVANT
233	12654739	38153	777	NOT_RELEVANT
233	12654905	4557	2094	NOT_RELEVANT
233	12654905	49619	1742	NOT_RELEVANT
233	12654905	63391	3075	NOT_RELEVANT
233	12655075	27743	1033	NOT_RELEVANT
233	12682107	40665	2424	NOT_RELEVANT
233	12684541	82754	1708	NOT_RELEVANT
233	12692272	3341	7351	NOT_RELEVANT
233	12692272	25543	1082	NOT_RELEVANT
233	12692296	102213	533	NOT_RELEVANT
233	12697652	12431	1359	NOT_RELEVANT
233	12727939	90755	1064	NOT_RELEVANT
233	12732614	94241	461	NOT_RELEVANT
233	12736375	4022	8050	NOT_RELEVANT
233	12736375	16890	3200	RELEVANT
233	12746459	78557	559	NOT_RELEVANT
233	12771197	25312	2723	NOT_RELEVANT
233	12775768	53611	397	NOT_RELEVANT
233	12805068	5304	1608	NOT_RELEVANT
233	12805068	10675	4524	NOT_RELEVANT
233	12805068	23949	1782	NOT_RELEVANT
233	12807819	55114	2006	NOT_RELEVANT
233	12810858	9536	3025	NOT_RELEVANT
233	12810858	27720	1912	NOT_RELEVANT
233	12810858	29635	2290	NOT_RELEVANT
233	12810864	1042	3151	NOT_RELEVANT
233	12810864	4196	4394	NOT_RELEVANT
233	12810880	5686	2540	NOT_RELEVANT
233	12829600	7209	2532	NOT_RELEVANT
233	12842832	38989	1788	NOT_RELEVANT
233	12867632	699	2534	NOT_RELEVANT
233	12900520	63136	1054	NOT_RELEVANT
233	12915470	11955	597	NOT_RELEVANT
233	12917462	77461	558	NOT_RELEVANT
233	12930968	4886	2132	NOT_RELEVANT
233	12933574	3396	2193	NOT_RELEVANT
233	12933574	73780	2468	NOT_RELEVANT
233	12933574	78737	1724	NOT_RELEVANT
233	12965885	16560	1169	NOT_RELEVANT
233	12969961	65723	642	NOT_RELEVANT
233	14551187	4057	2295	NOT_RELEVANT
233	14559736	20710	1538	NOT_RELEVANT
233	14561767	68323	2619	NOT_RELEVANT
233	14561767	73715	1738	NOT_RELEVANT
233	14563895	37505	583	NOT_RELEVANT
233	14568989	9937	1770	NOT_RELEVANT
233	14570906	22558	2493	NOT_RELEVANT
233	14570906	39722	941	NOT_RELEVANT
233	14570906	48785	3425	NOT_RELEVANT
233	14573803	22847	2417	NOT_RELEVANT
233	14576049	39218	1216	NOT_RELEVANT
233	14576049	46494	1471	NOT_RELEVANT
233	14576050	3580	2432	NOT_RELEVANT
233	14576050	42017	1699	NOT_RELEVANT
233	14576059	11608	3123	NOT_RELEVANT
233	14581458	11635	1203	RELEVANT
233	14581458	91697	454	NOT_RELEVANT
233	14583622	856	3339	NOT_RELEVANT
233	14583622	4198	3599	NOT_RELEVANT
233	14592831	7685	1371	NOT_RELEVANT
233	14592831	9059	810	NOT_RELEVANT
233	14592831	63373	2898	NOT_RELEVANT
233	14592831	79747	408	NOT_RELEVANT
233	14592831	81104	636	NOT_RELEVANT
233	14604955	5959	1231	NOT_RELEVANT
233	14623909	68343	32309	NOT_RELEVANT
233	14630806	7887	1599	NOT_RELEVANT
233	14630806	103667	465	NOT_RELEVANT
233	14645006	7020	1307	NOT_RELEVANT
233	14660488	4062	1406	NOT_RELEVANT
233	14722061	5733	2821	NOT_RELEVANT
233	14734528	8810	2818	NOT_RELEVANT
233	14734528	16214	1570	NOT_RELEVANT
233	14734528	17787	1322	NOT_RELEVANT
233	14734528	53966	2173	NOT_RELEVANT
233	14734528	74290	791	NOT_RELEVANT
233	14734528	76545	22826	NOT_RELEVANT
233	14739152	844	3213	NOT_RELEVANT
233	14739225	5614	924	NOT_RELEVANT
233	14739225	46203	2612	NOT_RELEVANT
233	14764521	84445	495	NOT_RELEVANT
233	14764621	13995	1708	NOT_RELEVANT
233	14769903	59367	3589	NOT_RELEVANT
233	14963070	490	3424	NOT_RELEVANT
233	14963070	7417	3621	NOT_RELEVANT
233	14981088	4653	2952	NOT_RELEVANT
233	14981088	11054	4305	NOT_RELEVANT
233	14981088	70436	3650	NOT_RELEVANT
233	14981096	88029	350	NOT_RELEVANT
233	14985273	65523	585	NOT_RELEVANT
233	14985273	76831	575	NOT_RELEVANT
233	14985276	27367	522	NOT_RELEVANT
233	14993652	67209	880	NOT_RELEVANT
233	14993652	69122	613	NOT_RELEVANT
233	14996844	7242	1866	NOT_RELEVANT
233	15014064	21641	525	NOT_RELEVANT
233	15028737	41633	2078	NOT_RELEVANT
233	15044424	33217	520	NOT_RELEVANT
233	15073028	2667	3302	NOT_RELEVANT
233	15073028	33990	1453	NOT_RELEVANT
233	15078894	13640	1847	NOT_RELEVANT
233	15078894	15567	1941	NOT_RELEVANT
233	15078894	17518	1842	NOT_RELEVANT
233	15078897	12633	2580	NOT_RELEVANT
233	15078897	17247	1338	NOT_RELEVANT
233	15090457	64224	493	NOT_RELEVANT
233	15096517	52921	2384	NOT_RELEVANT
233	15105524	50960	2331	NOT_RELEVANT
233	15117761	0	563	NOT_RELEVANT
233	15117761	22933	696	NOT_RELEVANT
233	15117761	74398	493	NOT_RELEVANT
233	15117765	11394	61	NOT_RELEVANT
233	15117928	614	2359	NOT_RELEVANT
233	15117928	5345	2325	NOT_RELEVANT
233	15123674	2491	3039	NOT_RELEVANT
233	15123674	40778	2616	NOT_RELEVANT
233	15123674	51325	982	NOT_RELEVANT
233	15123674	53155	1097	NOT_RELEVANT
233	15128728	8341	2770	NOT_RELEVANT
233	15128728	16174	3079	NOT_RELEVANT
233	15133044	11186	1977	NOT_RELEVANT
233	15133044	60855	2489	NOT_RELEVANT
233	15136562	50167	2486	NOT_RELEVANT
233	15163657	6499	2800	NOT_RELEVANT
233	15166418	69554	485	NOT_RELEVANT
233	15166429	9018	3176	NOT_RELEVANT
233	15166429	56210	487	NOT_RELEVANT
233	15166430	1102	2574	NOT_RELEVANT
233	15187026	71402	484	NOT_RELEVANT
233	15192110	13987	487	NOT_RELEVANT
233	15208211	5906	629	NOT_RELEVANT
233	15215254	26250	5742	NOT_RELEVANT
233	15218020	32513	3344	NOT_RELEVANT
233	15218031	8087	1677	NOT_RELEVANT
233	15218031	39551	1324	NOT_RELEVANT
233	15226186	56817	745	NOT_RELEVANT
233	15231762	83446	530	NOT_RELEVANT
233	15231762	86124	501	NOT_RELEVANT
233	15231762	91102	513	NOT_RELEVANT
233	15252127	34950	2596	NOT_RELEVANT
233	15254023	44646	513	NOT_RELEVANT
233	15258149	71324	1187	NOT_RELEVANT
233	15258176	39868	1958	NOT_RELEVANT
233	15265960	8440	3478	NOT_RELEVANT
233	15269351	2912	3399	NOT_RELEVANT
233	15269351	40315	3693	NOT_RELEVANT
233	15269383	89181	540	NOT_RELEVANT
233	15271794	65708	2056	NOT_RELEVANT
233	15289502	15359	2667	NOT_RELEVANT
233	15302882	10057	1469	NOT_RELEVANT
233	15302954	4717	3019	NOT_RELEVANT
233	15302954	17875	3602	NOT_RELEVANT
233	15308569	4214	2395	NOT_RELEVANT
233	15308569	66223	298	NOT_RELEVANT
233	15314078	10496	2751	NOT_RELEVANT
233	15314078	17306	592	NOT_RELEVANT
233	15314078	35422	2166	NOT_RELEVANT
233	15326198	26816	1711	NOT_RELEVANT
233	15339935	4144	2785	NOT_RELEVANT
233	15345712	1416	3106	NOT_RELEVANT
233	15345712	7186	2105	NOT_RELEVANT
233	15345712	10529	999	NOT_RELEVANT
233	15347664	48238	2518	NOT_RELEVANT
233	15347758	40444	2197	NOT_RELEVANT
233	15353552	28526	5899	NOT_RELEVANT
233	15367396	43901	1659	NOT_RELEVANT
233	15371410	1354	3151	NOT_RELEVANT
233	15371410	4508	2509	NOT_RELEVANT
233	15371410	7039	796	NOT_RELEVANT
233	15371410	9589	1129	NOT_RELEVANT
233	15371410	58465	2008	NOT_RELEVANT
233	15371410	71398	1172	NOT_RELEVANT
233	15371436	7027	1092	NOT_RELEVANT
233	15381726	16832	1334	NOT_RELEVANT
233	15383533	7348	5478	NOT_RELEVANT
233	15388577	55296	2249	NOT_RELEVANT
233	15388577	59399	1460	NOT_RELEVANT
233	15448351	4446	4505	NOT_RELEVANT
233	15448352	81803	498	NOT_RELEVANT
233	15456731	4884	2615	NOT_RELEVANT
233	15459014	4209	2465	NOT_RELEVANT
233	15466454	4501	8067	NOT_RELEVANT
233	15469936	4736	2705	NOT_RELEVANT
233	15472006	84383	493	NOT_RELEVANT
233	15475370	85509	565	NOT_RELEVANT
233	15494371	68803	1175	NOT_RELEVANT
233	15509870	15974	2247	NOT_RELEVANT
233	15520070	21936	2143	NOT_RELEVANT
233	15542540	4472	2701	NOT_RELEVANT
233	15542582	10234	1856	NOT_RELEVANT
233	15545355	16810	2414	NOT_RELEVANT
233	15545357	11901	2950	NOT_RELEVANT
233	15545357	54133	3302	NOT_RELEVANT
233	15545357	57438	3252	NOT_RELEVANT
233	15545357	60693	924	NOT_RELEVANT
233	15545357	61620	2602	NOT_RELEVANT
233	15545357	66658	2200	NOT_RELEVANT
233	15569681	63859	2178	NOT_RELEVANT
233	15574416	0	607	NOT_RELEVANT
233	15574416	3963	3555	NOT_RELEVANT
233	15583014	13093	3749	NOT_RELEVANT
233	15585654	47012	1238	NOT_RELEVANT
233	15585654	56505	1813	NOT_RELEVANT
233	15591114	1425	2474	NOT_RELEVANT
233	15604440	986	2466	NOT_RELEVANT
233	15604440	12401	1782	NOT_RELEVANT
233	15611322	4301	3072	NOT_RELEVANT
233	15613479	48910	2503	NOT_RELEVANT
233	15613479	72976	1856	NOT_RELEVANT
233	15616028	5086	1888	NOT_RELEVANT
233	15635055	3624	2876	NOT_RELEVANT
233	15640162	13302	1714	NOT_RELEVANT
233	15640162	15019	971	NOT_RELEVANT
233	15640162	16012	1147	NOT_RELEVANT
233	15640162	89193	3639	NOT_RELEVANT
233	15647506	26450	2573	NOT_RELEVANT
233	15657041	1102	3268	NOT_RELEVANT
233	15657041	4373	2543	NOT_RELEVANT
233	15657041	6938	1013	NOT_RELEVANT
233	15657041	7973	1603	NOT_RELEVANT
233	15659744	5539	3462	NOT_RELEVANT
233	15659750	38680	487	NOT_RELEVANT
233	15659755	46612	2085	NOT_RELEVANT
233	15659755	68582	498	NOT_RELEVANT
233	15681582	867	3026	NOT_RELEVANT
233	15681582	6712	4999	NOT_RELEVANT
233	15681703	4451	1059	NOT_RELEVANT
233	15703195	9008	3776	NOT_RELEVANT
233	15705786	38255	2502	NOT_RELEVANT
233	15713667	5605	1105	NOT_RELEVANT
233	15718297	3770	2243	NOT_RELEVANT
233	15722536	41923	645	NOT_RELEVANT
233	15722537	47481	542	NOT_RELEVANT
233	15741175	7558	1301	NOT_RELEVANT
233	15741221	55156	4502	NOT_RELEVANT
233	15741221	59661	1570	NOT_RELEVANT
233	15743774	8201	1823	NOT_RELEVANT
233	15743774	14547	1331	NOT_RELEVANT
233	15743774	15881	2763	NOT_RELEVANT
233	15743774	66860	1874	NOT_RELEVANT
233	15743889	8274	990	NOT_RELEVANT
233	15755899	5911	1104	NOT_RELEVANT
233	15760888	23771	455	NOT_RELEVANT
233	15764602	32398	1622	NOT_RELEVANT
233	15772068	862	3071	RELEVANT
233	15772068	3936	3334	NOT_RELEVANT
233	15772068	43431	2672	RELEVANT
233	15797855	7258	1266	NOT_RELEVANT
233	15805138	6692	2768	NOT_RELEVANT
233	15809312	92906	454	NOT_RELEVANT
233	15827064	4319	1847	NOT_RELEVANT
233	15827132	33681	842	NOT_RELEVANT
233	15831938	16276	727	NOT_RELEVANT
233	15831938	44487	1573	NOT_RELEVANT
233	15833740	5143	2269	NOT_RELEVANT
233	15833740	73847	1814	NOT_RELEVANT
233	15840880	93987	441	NOT_RELEVANT
233	15845785	54909	571	NOT_RELEVANT
233	15867093	68248	1026	NOT_RELEVANT
233	15867195	53840	1388	NOT_RELEVANT
233	15872056	24769	2730	NOT_RELEVANT
233	15872056	71767	580	NOT_RELEVANT
233	15878864	73687	2198	NOT_RELEVANT
233	15905302	55060	650	NOT_RELEVANT
233	15914539	66687	3618	NOT_RELEVANT
233	15917239	3859	2227	NOT_RELEVANT
233	15917239	37945	6976	RELEVANT
233	15923374	84004	521	NOT_RELEVANT
233	15928037	33223	2188	NOT_RELEVANT
233	15937331	4713	4196	NOT_RELEVANT
233	15937337	1880	2958	NOT_RELEVANT
233	15937337	4841	3230	NOT_RELEVANT
233	15937337	13174	1380	NOT_RELEVANT
233	15958405	1217	999	NOT_RELEVANT
233	15958674	8388	2625	NOT_RELEVANT
233	15958674	25048	2583	NOT_RELEVANT
233	15958674	29107	673	NOT_RELEVANT
233	15967828	67593	2310	NOT_RELEVANT
233	15976033	5132	4420	NOT_RELEVANT
233	15976033	54994	2509	NOT_RELEVANT
233	15976033	59614	2846	NOT_RELEVANT
233	15976033	68894	2682	NOT_RELEVANT
233	15976177	20977	719	NOT_RELEVANT
233	15980096	4237	3234	NOT_RELEVANT
233	15983047	663	3198	NOT_RELEVANT
233	15983047	3864	4936	NOT_RELEVANT
233	15985654	51551	1033	NOT_RELEVANT
233	15994312	3838	4052	NOT_RELEVANT
233	15994312	40180	1765	NOT_RELEVANT
233	16002419	8570	2036	NOT_RELEVANT
233	16027225	84003	447	NOT_RELEVANT
233	16033969	38145	1728	NOT_RELEVANT
233	16033969	70584	441	NOT_RELEVANT
233	16033970	78869	563	NOT_RELEVANT
233	16033971	5163	4871	NOT_RELEVANT
233	16033971	80689	439	NOT_RELEVANT
233	16043448	12425	5368	NOT_RELEVANT
233	16046522	8715	1532	NOT_RELEVANT
233	16061722	10447	1938	NOT_RELEVANT
233	16061722	23469	3021	NOT_RELEVANT
233	16085643	0	1146	NOT_RELEVANT
233	16099905	56484	4537	NOT_RELEVANT
233	16099908	10595	5772	NOT_RELEVANT
233	16123217	21156	578	NOT_RELEVANT
233	16144834	82073	3163	NOT_RELEVANT
233	16150861	58007	543	NOT_RELEVANT
233	16179353	46763	1460	NOT_RELEVANT
233	16179353	65009	4075	NOT_RELEVANT
233	16179353	71269	1732	NOT_RELEVANT
233	16183648	4500	3624	RELEVANT
233	16186242	1512	3276	NOT_RELEVANT
233	16186242	4965	2753	NOT_RELEVANT
233	16186242	50367	2658	NOT_RELEVANT
233	16186242	53028	2566	NOT_RELEVANT
233	16189278	51534	3149	NOT_RELEVANT
233	16216925	14098	1522	NOT_RELEVANT
233	16275753	36718	1827	NOT_RELEVANT
233	16298976	62607	4074	NOT_RELEVANT
233	16298984	992	1857	NOT_RELEVANT
233	16298986	99592	547	NOT_RELEVANT
234	7499266	68649	1518	RELEVANT
234	7499370	0	557	RELEVANT
234	7559628	47346	1223	RELEVANT
234	7592709	46791	1188	RELEVANT
234	7642600	9302	2706	NOT_RELEVANT
234	7713938	84974	937	NOT_RELEVANT
234	7814425	16560	2482	RELEVANT
234	7876129	0	494	NOT_RELEVANT
234	8530498	60380	2376	NOT_RELEVANT
234	8550608	39818	816	RELEVANT
234	8626394	2548	2132	RELEVANT
234	8626413	0	450	RELEVANT
234	9006914	85264	3780	RELEVANT
234	9016502	26266	692	NOT_RELEVANT
234	9016563	0	773	RELEVANT
234	9016563	1105	1588	RELEVANT
234	9065470	4926	2710	RELEVANT
234	9104822	11304	2483	RELEVANT
234	9115242	62067	3125	NOT_RELEVANT
234	9148910	22719	96	NOT_RELEVANT
234	9148910	40948	152	NOT_RELEVANT
234	9185577	0	732	NOT_RELEVANT
234	9261113	7371	2775	RELEVANT
234	9271588	3583	2377	RELEVANT
234	9326248	37243	2684	RELEVANT
234	9334349	0	202	NOT_RELEVANT
234	9336467	710	1592	RELEVANT
234	9336467	7896	1211	RELEVANT
234	9336467	38216	1975	RELEVANT
234	9374669	5753	2519	NOT_RELEVANT
234	9376596	31096	3981	NOT_RELEVANT
234	9421504	22789	332	NOT_RELEVANT
234	9425166	111622	3658	NOT_RELEVANT
234	9432972	4160	1925	RELEVANT
234	9432972	15883	1645	RELEVANT
234	9435553	7552	3247	RELEVANT
234	9440809	27469	957	RELEVANT
234	9440809	31380	972	RELEVANT
234	9454768	84205	645	RELEVANT
234	9454773	81729	729	RELEVANT
234	9468519	57464	2149	RELEVANT
234	9468519	67583	2183	RELEVANT
234	9490733	6214	2634	NOT_RELEVANT
234	9490789	0	742	RELEVANT
234	9512545	0	172	RELEVANT
234	9512545	2259	1409	RELEVANT
234	9512545	3677	1275	RELEVANT
234	9512545	32475	1811	RELEVANT
234	9528954	1478	3985	RELEVANT
234	9528954	66783	1423	RELEVANT
234	9556555	0	876	RELEVANT
234	9575170	73586	2702	RELEVANT
234	9580669	3179	2242	NOT_RELEVANT
234	9580669	22500	1516	NOT_RELEVANT
234	9607795	52643	1511	RELEVANT
234	9677361	8409	2081	RELEVANT
234	9685412	2633	2239	RELEVANT
234	9688654	71708	1600	RELEVANT
234	9705947	8493	1616	RELEVANT
234	9717844	573	2653	NOT_RELEVANT
234	9755059	79773	2778	RELEVANT
234	9808586	78165	2195	NOT_RELEVANT
234	9817596	84544	26130	RELEVANT
234	9841923	49892	1869	RELEVANT
234	9843854	67279	14577	NOT_RELEVANT
234	9847216	20035	937	NOT_RELEVANT
234	9862972	1978	2805	RELEVANT
234	9874571	111877	1531	RELEVANT
234	9885225	68480	379	NOT_RELEVANT
234	9890939	9687	1544	RELEVANT
234	9891013	58874	1544	RELEVANT
234	9927740	0	155	NOT_RELEVANT
234	9927740	3117	1011	RELEVANT
234	9988757	8556	2763	RELEVANT
234	10037803	2110	1729	RELEVANT
234	10070106	37113	3335	RELEVANT
234	10070106	63058	3427	RELEVANT
234	10072436	18679	1379	RELEVANT
234	10072436	32675	417	RELEVANT
234	10075662	2280	3533	RELEVANT
234	10085062	31784	2048	NOT_RELEVANT
234	10098499	53208	15813	NOT_RELEVANT
234	10187770	55526	2540	RELEVANT
234	10187861	6421	2390	RELEVANT
234	10190904	72642	2918	RELEVANT
234	10194420	192937	492	NOT_RELEVANT
234	10196138	31928	1602	RELEVANT
234	10206979	2172	3763	RELEVANT
234	10218511	28346	395	RELEVANT
234	10218970	8483	1942	RELEVANT
234	10233882	84201	498	RELEVANT
234	10318790	2552	3081	RELEVANT
234	10318796	2350	4776	RELEVANT
234	10318796	9398	3944	RELEVANT
234	10329646	3437	2755	RELEVANT
234	10329714	64163	1950	NOT_RELEVANT
234	10330402	14303	1548	NOT_RELEVANT
234	10330402	101774	2572	NOT_RELEVANT
234	10359544	83792	1387	NOT_RELEVANT
234	10364242	7482	2088	RELEVANT
234	10385526	82699	4042	RELEVANT
234	10438717	62071	1640	RELEVANT
234	10454620	4144	1442	RELEVANT
234	10454636	716	1621	RELEVANT
234	10454636	5725	825	RELEVANT
